City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,codrington,-38.2667,141.9667,12.38,63,100,4.78,AU,1680279883
367,hualmay,-11.0964,-77.6139,26.75,73,44,5.01,PE,1680279884
368,serabu,7.7958,-12.0536,35.55,38,32,1.37,SL,1680279884
369,filingue,14.3521,3.3168,38.09,5,50,2.66,NE,1680279884
370,camocim,-2.9022,-40.8411,27.66,81,48,4.11,BR,1680279884
371,tanout,14.9709,8.8879,33.89,7,10,6.73,NE,1680279884
372,abha,18.2164,42.5053,17.9,82,20,5.14,SA,1680279623
373,mae ramat,16.984,98.5166,24.66,59,11,0.59,TH,1680279884
374,bonnyville,54.2668,-110.735,-4.11,88,88,3.72,CA,1680279884
375,gambela,8.25,34.5833,33.55,16,100,1.41,ET,1680279766
376,tessalit,20.1986,1.0114,33.97,4,0,6.78,ML,1680279885
377,beyla,8.6833,-8.6333,33.51,23,80,2.87,GN,1680279885
378,skjervoy,70.0311,20.9714,-1.0,60,100,15.41,NO,1680279885
379,ambon,-3.6954,128.1814,25.08,94,20,3.6,ID,1680279885
380,tongling,30.95,117.7833,12.51,89,96,1.65,CN,1680279885
381,chapais,49.7834,-74.8492,-2.12,80,100,3.7,CA,1680279885
382,iquique,-20.2208,-70.1431,26.02,69,6,2.81,CL,1680279885
383,corrente,-3.7367,-43.3394,27.9,82,98,0.69,BR,1680279885
384,rivadavia,-33.1905,-68.4608,18.2,28,0,5.61,AR,1680279886
385,mareeba,-17.0,145.4333,23.58,93,44,0.5,AU,1680279886
386,biggar,55.6167,-3.5167,8.49,96,100,3.74,GB,1680279886
387,iraquara,-12.2486,-41.6194,28.84,26,2,3.89,BR,1680279886
388,the pas,53.8251,-101.2541,-4.99,50,0,3.09,CA,1680279886
389,melnikovo,56.5558,84.085,-10.3,90,98,1.75,RU,1680279886
390,chicama,-7.8447,-79.1469,27.3,66,86,3.31,PE,1680279886
391,kiunga,-6.1219,141.2906,22.45,99,99,0.66,PG,1680279886
392,fort nelson,58.8053,-122.7002,-4.47,90,100,3.6,CA,1680279886
393,zhuhai,22.2769,113.5678,20.88,88,40,6.69,CN,1680279855
394,adrar,20.5022,-10.0711,34.65,4,0,8.2,MR,1680279887
395,kempele,64.9131,25.5034,1.01,66,100,5.81,FI,1680279887
396,vestmannaeyjar,63.4427,-20.2734,8.55,93,100,8.23,IS,1680279887
397,edson,53.5835,-116.4356,-1.92,74,0,2.06,CA,1680279887
398,tynda,55.1667,124.7167,-0.74,98,100,3.79,RU,1680279887
399,muta,46.6114,15.1661,14.99,72,83,2.56,SI,1680279887
400,nara,34.6851,135.8049,13.05,30,43,0.88,JP,1680279887
401,atambua,-9.1061,124.8925,22.55,91,99,1.48,ID,1680279888
402,stabat,3.761,98.4513,26.11,96,47,1.48,ID,1680279888
403,potosi,-19.5836,-65.7531,13.48,51,20,5.14,BO,1680279888
404,saysain,14.5611,120.3925,27.05,79,90,2.93,PH,1680279888
405,tukrah,32.5341,20.5791,16.26,53,1,4.15,LY,1680279888
406,norman wells,65.282,-126.8329,-10.98,67,75,10.29,CA,1680279852
407,matamoros,25.5333,-103.25,28.39,11,75,0.0,MX,1680279888
408,brandenburg,52.4167,12.55,10.97,94,100,2.46,DE,1680279888
409,halifax,44.6453,-63.5724,3.03,69,40,11.83,CA,1680279888
410,cherkasskoye,52.4333,47.2167,4.98,66,48,6.15,RU,1680279888
411,ilulissat,69.2167,-51.1,-11.99,34,0,2.06,GL,1680279889
412,naron,43.5167,-8.1528,17.24,79,82,7.53,ES,1680279889
413,ostrovnoy,68.0531,39.5131,-4.12,88,93,10.79,RU,1680279889
414,san jose,37.3394,-121.895,11.96,78,20,2.57,US,1680279889
415,mehamn,71.0357,27.8492,-5.03,86,75,4.63,NO,1680279889
416,majene,-3.5403,118.9707,25.5,83,100,1.74,ID,1680279889
417,kenai,60.5544,-151.2583,-1.59,95,100,0.0,US,1680279889
418,brigham city,41.5102,-112.0155,2.53,83,100,3.58,US,1680279889
419,gejiu,23.306,103.1635,12.5,66,6,1.94,CN,1680279890
420,chilca,-12.5211,-76.7372,25.14,80,70,3.8,PE,1680279890
421,posyet,42.6508,130.8046,5.92,66,0,1.15,RU,1680279890
422,marawi,7.9986,124.2928,20.53,95,99,0.4,PH,1680279890
423,qeshm,26.9581,56.2719,25.93,66,71,6.36,IR,1680279890
424,kita,13.0349,-9.4895,39.77,4,34,2.12,ML,1680279890
425,solginskiy,61.05,41.3428,-2.79,92,28,1.1,RU,1680279891
426,shingu,33.7333,135.9833,11.59,80,100,1.94,JP,1680279891
427,olafsvik,64.8945,-23.7142,4.77,96,99,3.42,IS,1680279891
428,bilibino,68.0546,166.4372,-10.7,96,100,1.83,RU,1680279891
429,jaslo,49.7451,21.4725,8.99,84,100,5.63,PL,1680279891
430,bilma,18.6853,12.9164,32.01,9,6,4.01,NE,1680279877
431,sistranda,63.7256,8.834,3.98,64,3,10.71,NO,1680279891
432,moose factory,51.2585,-80.6094,-4.0,74,100,3.09,CA,1680279891
433,westlock,54.1502,-113.8688,-7.16,92,84,1.13,CA,1680279892
434,erzin,36.9559,36.2,6.72,59,1,2.38,TR,1680279892
435,hohhot,40.8106,111.6522,9.16,37,0,2.0,CN,1680279892
436,san policarpo,12.1791,125.5072,26.68,82,56,3.61,PH,1680279892
437,alexandria,31.2156,29.9553,16.3,53,0,4.48,EG,1680279848
438,praia,14.9215,-23.5087,29.3,48,0,6.17,CV,1680279646
439,vao,-22.6667,167.4833,24.85,83,46,5.11,NC,1680279892
440,vernon,50.2581,-119.2691,7.39,58,28,4.12,CA,1680279892
441,kamaishi,39.2667,141.8833,8.08,87,9,1.0,JP,1680279892
442,la palma,33.8464,-118.0467,14.87,73,0,2.57,US,1680279892
443,zhigansk,66.7697,123.3711,-26.58,97,24,4.18,RU,1680279893
444,aviles,43.5547,-5.9248,16.07,71,20,11.32,ES,1680279893
445,north platte,41.1239,-100.7654,1.71,92,49,4.92,US,1680279893
446,soyo,-6.1349,12.3689,28.57,70,91,3.86,AO,1680279893
447,lukang,24.0567,120.4352,23.02,81,31,5.61,TW,1680279893
448,apac,1.9756,32.5386,20.02,95,99,2.6,UG,1680279893
449,najran,17.4924,44.1277,30.36,36,56,7.54,SA,1680279893
450,grindavik,63.8424,-22.4338,8.97,100,100,2.06,IS,1680279893
451,kahului,20.8947,-156.47,22.69,87,20,3.6,US,1680279894
452,saint-augustin,51.226,-58.6502,0.46,72,82,1.27,CA,1680279894
453,luena,-11.7833,19.9167,18.32,95,100,0.65,AO,1680279894
454,bacolod,10.6667,122.95,26.6,78,94,4.3,PH,1680279661
455,sisimiut,66.9395,-53.6735,-10.47,61,5,3.72,GL,1680279894
456,kilindoni,-7.9139,39.6668,27.98,73,48,4.35,TZ,1680279894
457,alta floresta,-9.8756,-56.0861,32.9,58,75,2.57,BR,1680279894
458,almaznyy,48.0448,40.045,2.38,80,8,6.66,RU,1680279894
459,sumkino,58.1108,68.3244,-2.61,79,34,5.15,RU,1680279895
460,watsa,3.0372,29.5355,18.89,97,93,1.74,CD,1680279895
461,novoaleksandrovsk,45.4948,41.2207,5.84,68,53,3.96,RU,1680279895
462,manggar,-2.8833,108.2667,26.32,76,100,1.2,ID,1680279895
463,tilichiki,60.4667,166.1,-10.73,98,98,0.28,RU,1680279895
464,suluq,31.6682,20.2521,17.95,34,0,3.54,LY,1680279895
465,port pirie,-33.1833,138.0167,15.58,72,0,4.73,AU,1680279895
466,luba,3.4568,8.5547,26.36,80,100,0.54,GQ,1680279895
467,hambantota,6.1241,81.1185,27.45,74,17,2.33,LK,1680279896
468,nanma,36.1817,118.1583,9.51,49,78,1.87,CN,1680279896
469,sangar,63.9242,127.4739,-20.82,96,100,2.5,RU,1680279896
470,anloga,5.7947,0.8973,28.45,76,100,6.56,GH,1680279896
471,torbat-e jam,35.244,60.6225,20.56,30,14,3.39,IR,1680279896
472,tual,-5.6667,132.75,28.5,74,100,2.37,ID,1680279896
473,teknaf,20.8624,92.3058,25.4,85,10,2.7,BD,1680279896
474,illela,13.7292,5.2975,38.03,5,100,3.16,NG,1680279896
475,ocos,14.5094,-92.1933,32.1,60,7,2.11,GT,1680279896
476,bocas del toro,9.3333,-82.25,23.22,85,96,2.53,PA,1680279897
477,hamilton,39.1834,-84.5333,12.35,93,100,5.66,US,1680279800
478,andros town,24.7,-77.7667,25.98,65,92,9.1,BS,1680279897
479,balkhash,46.844,74.9804,0.07,45,0,8.81,KZ,1680279897
480,palmital,-22.7889,-50.2175,28.77,57,70,2.38,BR,1680279897
481,santa isabel do rio negro,-0.4139,-65.0192,27.36,84,97,2.28,BR,1680279897
482,kuressaare,58.2481,22.5039,2.79,95,100,6.69,EE,1680279897
483,ust-nera,64.5667,143.2,-13.19,91,87,3.04,RU,1680279897
484,san pedro,14.35,121.0167,27.57,76,20,3.09,PH,1680279898
485,denpasar,-8.65,115.2167,24.84,100,75,1.54,ID,1680279625
486,nata,8.3333,-80.5167,32.93,43,18,8.67,PA,1680279898
487,eureka,40.8021,-124.1637,9.96,74,100,3.13,US,1680279898
488,umm lajj,25.0213,37.2685,21.12,58,16,7.2,SA,1680279898
489,cockburn town,21.4612,-71.1419,26.98,54,40,7.2,TC,1680279898
490,shetpe,44.1667,52.1167,5.82,69,100,8.35,KZ,1680279898
491,usinsk,65.9939,57.5281,0.6,97,100,10.86,RU,1680279898
492,villanueva,15.3167,-88.0,31.69,45,20,3.09,HN,1680279898
493,champerico,14.3,-91.9167,32.3,59,0,2.45,GT,1680279899
494,mattru,7.6244,-11.8332,35.85,38,40,1.67,SL,1680279899
495,kyaikto,17.3,97.0167,27.3,73,93,2.36,MM,1680279899
496,manikpur,25.0667,81.1167,22.79,64,85,3.87,IN,1680279899
497,mmabatho,-25.85,25.6333,19.07,64,86,2.79,ZA,1680279899
498,hailey,43.5196,-114.3153,-0.11,71,75,0.89,US,1680279899
499,vanimo,-2.6741,141.3028,25.52,88,100,0.88,PG,1680279899
500,hudson bay,52.85,-102.3842,-4.36,87,97,2.1,CA,1680279899
501,margate,51.3813,1.3862,11.6,88,100,3.58,GB,1680279727
502,dukhovnitskoye,52.4828,48.2137,5.71,65,53,5.94,RU,1680279900
503,koroni,36.8,21.95,17.82,77,7,6.35,GR,1680279900
504,mount gambier,-37.8333,140.7667,11.15,72,100,2.62,AU,1680279900
505,romny,50.751,33.4747,7.86,62,82,4.27,UA,1680279900
506,sao joao da barra,-21.6403,-41.0511,36.05,56,43,3.25,BR,1680279900
507,myaundzha,63.0494,147.1858,-8.97,95,100,1.61,RU,1680279900
508,poshekhonye,58.4993,39.1353,1.4,92,95,2.23,RU,1680279901
509,husavik,66.0449,-17.3389,2.8,99,95,5.05,IS,1680279901
510,buala,-8.145,159.5921,26.04,80,72,0.13,SB,1680279901
511,rosa zarate,0.3333,-79.4667,28.32,74,95,3.02,EC,1680279901
512,mumford,5.2618,-0.759,29.0,70,40,6.92,GH,1680279901
513,dhidhdhoo,6.8833,73.1,28.27,70,53,3.65,MV,1680279901
514,sao paulo de olivenca,-3.3783,-68.8725,26.54,88,98,2.22,BR,1680279901
515,bojnurd,37.4747,57.329,15.97,48,0,4.12,IR,1680279902
516,wanning,18.8003,110.3967,23.71,93,7,2.99,CN,1680279902
517,marienburg,54.0359,19.0266,13.82,80,86,1.39,PL,1680279902
518,murray bridge,-35.1167,139.2667,13.4,78,50,3.8,AU,1680279902
519,reconquista,-29.15,-59.65,28.12,72,92,5.26,AR,1680279868
520,henderson,36.0397,-114.9819,12.43,51,0,2.57,US,1680279902
521,progreso,21.2833,-89.6667,29.5,55,94,4.29,MX,1680279902
522,florianopolis,-27.6146,-48.5012,29.12,72,40,4.12,BR,1680279652
523,allende,25.2833,-100.0167,26.79,54,94,2.02,MX,1680279903
524,willmar,45.1219,-95.0433,1.97,80,100,9.77,US,1680279903
525,karratha,-20.7377,116.8463,28.15,71,98,2.87,AU,1680279903
526,anadyr,64.75,177.4833,-8.72,66,100,6.0,RU,1680279903
527,hearst,49.6835,-83.6665,-0.86,91,100,1.7,CA,1680279903
528,port augusta,-32.5,137.7667,16.51,71,0,5.34,AU,1680279903
529,merauke,-8.4667,140.3333,26.27,85,69,3.73,ID,1680279903
530,aykhal,66.0,111.5,-24.07,100,94,4.35,RU,1680279904
531,marsh harbour,26.5412,-77.0636,23.41,67,22,10.07,BS,1680279904
532,rutland,43.6167,-73.0162,6.42,42,0,2.06,US,1680279904
533,mayumba,-3.432,10.6554,28.46,70,60,3.6,GA,1680279904
534,nouadhibou,20.931,-17.0347,36.99,13,0,2.06,MR,1680279904
535,mahajanga,-15.7167,46.3167,28.01,83,20,2.06,MG,1680279904
536,umm bab,25.2142,50.8072,25.87,31,43,6.87,QA,1680279904
537,colares,38.7992,-9.4469,20.82,72,40,6.69,PT,1680279904
538,talnakh,69.4865,88.3972,-19.89,97,96,4.87,RU,1680279905
539,ambulu,-8.345,113.6058,23.72,88,100,1.75,ID,1680279905
540,zaton,53.2936,83.8072,-6.23,63,75,5.0,RU,1680279905
541,aljezur,37.3191,-8.8033,19.31,73,99,4.81,PT,1680279905
542,port hawkesbury,45.6169,-61.3485,3.26,92,100,4.92,CA,1680279905
543,balotra,25.8333,72.2333,25.17,47,45,3.75,IN,1680279905
544,yuci,37.6803,112.7319,11.86,58,0,2.0,CN,1680279905
545,kuah,6.3265,99.8432,27.99,83,20,0.51,MY,1680279905
546,taldan,53.6667,124.8,-1.66,95,48,3.5,RU,1680279905
547,zyryanka,65.75,150.85,-15.48,84,99,7.7,RU,1680279906
548,lae,-6.7221,146.9847,23.95,91,80,1.71,PG,1680279906
549,rockport,28.0206,-97.0544,28.35,100,0,7.2,US,1680279906
550,ananas,19.2466,-71.9557,30.05,32,3,3.53,HT,1680279906
551,haines junction,60.7522,-137.5108,-7.03,93,100,0.51,CA,1680279906
552,cervo,43.6702,-7.4101,14.98,70,66,8.97,ES,1680279906
553,oktyabrskiy,54.4815,53.471,6.56,82,100,8.07,RU,1680279906
554,waitati,-45.75,170.5667,9.67,95,63,2.66,NZ,1680279907
555,grand-lahou,5.1367,-5.0242,29.05,70,95,4.72,CI,1680279907
